variable,x,y
layer.3,-0.08424915691331082,0.0016397411236539483
layer.3,-0.08188438801825032,0.0016397411236539483
layer.3,-0.07951961912318982,0.0016397411236539483
layer.3,-0.07715485022812932,0.0016397411236539483
layer.3,-0.0747900813330688,0.0016397411236539483
layer.3,-0.0724253124380083,0.0016397411236539483
layer.3,-0.0700605435429478,0.0016397411236539483
layer.3,-0.0676957746478873,0.0016397411236539483
layer.3,-0.0653310057528268,0.0016397411236539483
layer.3,-0.0629662368577663,0.0016397411236539483
layer.3,-0.060601467962705796,0.0016397411236539483
layer.3,-0.058236699067645295,0.0016397411236539483
layer.3,-0.05587193017258479,0.0016397411236539483
layer.3,-0.053507161277524286,0.0016397411236539483
layer.3,-0.051142392382463785,0.0016397411236539483
layer.3,-0.04877762348740328,0.0016397411236539483
layer.3,-0.046412854592342775,0.0016397411236539483
layer.3,-0.044048085697282274,0.0016397411236539483
layer.3,-0.041683316802221766,0.0016397411236539483
layer.3,-0.03931854790716127,0.0016397411236539483
layer.3,-0.036953779012100764,0.0016397411236539483
layer.3,-0.03458901011704026,0.0016397411236539483
layer.3,-0.03222424122197976,0.0016397411236539483
layer.3,-0.029859472326919254,0.0016397411236539483
layer.3,-0.027494703431858752,0.0016397411236539483
layer.3,-0.02512993453679825,0.0016397411236539483
layer.3,-0.02276516564173775,0.0016397411236539483
layer.3,-0.02040039674667725,0.0016397411236539483
layer.3,-0.018035627851616748,0.0016397411236539483
layer.3,-0.015670858956556233,0.0016397411236539483
layer.3,-0.013306090061495732,0.0016397411236539483
layer.3,-0.010941321166435244,0.0016397411236539483
layer.3,-0.00857655227137473,0.0016397411236539483
layer.3,-0.006211783376314228,0.0016397411236539483
layer.3,-0.003847014481253727,0.0016397411236539483
layer.3,-0.001482245586193226,0.0016397411236539483
layer.3,8.82523308867289E-4,0.0016397411236539483
layer.3,0.0032472922039277763,0.0016397411236539483
layer.3,0.005612061098988277,0.0016397411236539483
layer.3,0.007976829994048792,0.0016397411236539483
layer.3,0.010341598889109294,0.0016397411236539483
layer.3,0.012706367784169795,0.0016397411236539483
layer.3,0.015071136679230296,0.0016574867768213153
layer.3,0.01743590557429081,0.001711875549517572
layer.3,0.019800674469351298,0.001768035115674138
layer.3,0.0221654433644118,0.0018260227516293526
layer.3,0.024530212259472314,0.0018858973635360599
layer.3,0.0268949811545328,0.0019477197201922536
